"id","course_id","module_id","chapter_name","chapter_description","added_date","modified_date","status"
"6698","145","833","Film distribution agreement","<p>Fundamentals of commercial rights in film distribution<br />
The parties entering into a film distribution agreement<br />
The unique clauses of a film distribution agreement</p>","2021-06-30 03:43:32",NULL,"A"
"6699","145","833","Actor employment agreement","<p>What is an actor employment agreement<br />
What are the parties involved<br />
What are the important clauses for an actor employment agreement</p>","2021-06-30 03:43:49",NULL,"A"
"6700","145","833","Celebrity endorsement agreement","<p>Where and why are the celebrity endorsement techniques used<br />
The difference between celebrity endorsement and artist management&nbsp;<br />
The important clauses for a celebrity endorsement agreement.&nbsp;</p>","2021-06-30 03:44:05",NULL,"A"
"6701","145","833","Artist management agreement","<p>What is the artist-manager relationship<br />
What are some of the major artist manager companies<br />
The scope of talent management agreement<br />
The parties to a talent management agreement and their duties and obligations<br />
Important clauses of a talent management agreement</p>","2021-06-30 03:44:19",NULL,"A"
"6702","145","833","Product placement agreement","<p>What is product placement and what is its scope<br />
The parties to this agreement and the need of the agreement<br />
Various clauses in the agreement<br />
Consequences of product placement without the owner&rsquo;s permission</p>","2021-06-30 03:44:33",NULL,"A"
"6703","145","833","Option purchase agreement","<p>What is an option purchase agreement&nbsp;<br />
What are the parties and the scope<br />
Unique clauses in option purchase agreement</p>","2021-06-30 03:44:48",NULL,"A"
"6704","145","833","Synchronization license agreement","<p>What is a synchronization license<br />
What are the parties to it<br />
What are the important clauses in a synchronization agreement</p>","2021-06-30 03:45:02",NULL,"A"
"6705","145","833","Music distribution agreement","<p>What is a music distribution agreement<br />
What are the parties to it<br />
What are the important clauses in a music distribution agreement</p>","2021-06-30 03:45:17",NULL,"A"
"6706","145","833","Music production agreement","<p>The different parties involved in a music production<br />
What production of music involves and how does it work<br />
The clauses in such an agreement&nbsp;</p>","2021-06-30 03:45:31",NULL,"A"
"6707","145","833","Line production agreement","<p>What is line production and how does it function<br />
The parties involved in a line production agreement&nbsp;<br />
The important clauses in a line production agreement&nbsp;</p>","2021-06-30 03:45:48",NULL,"A"
"6708","145","833","Sample Documents","<p>Sample Music Synchronization Licensing Agreement<br />
Sample Agreement for Distribution of Music Rights<br />
Sample Agreement for Commissioned Services<br />
Sample Work for Hire Agreements<br />
Sample Writer Agreement<br />
Sample Book-option Agreement<br />
Sample Agreement for buying back licensed rights<br />
Sample Agreement for Exploitation of Satellite Rights<br />
Sample Agreement for Exploitation of Digital Rights<br />
Sample Agreement for Theatrical Distribution Rights</p>","2021-06-30 03:46:04",NULL,"A"
"6709","145","834","Personality Rights and Character Rights Exploitation","<p>Concept and Illustrations<br />
Personality rights vs. character rights<br />
Is registration or public notice required for exploitation of such rights?<br />
Can a foreign citizen claim protection of personality rights in India?<br />
Can these rights be licensed?<br />
Personality and Character Merchandising<br />
Contractual Violations and disputes arising from infringement&nbsp;&nbsp;<br />
Post mortem personality rights<br />
Landmark Cases</p>","2021-06-30 03:46:38",NULL,"A"
"6710","145","834","Sample Documents","<p>Sample Agreement for Licensing Character Rights<br />
Sample Personality/ Character Merchandising Agreement&nbsp;</p>","2021-06-30 03:46:56",NULL,"A"
"6711","145","835","Copyright Infringement and Piracy","<p>Copyright Infringement in movies and music<br />
What are the ways in which movies and music are pirated?<br />
Where and How to access pirated content?<br />
Infringement in pirated content<br />
Remedies Available under Indian Law: Copyright Act, Cinematograph Act</p>","2021-06-30 03:47:21",NULL,"A"
"6712","145","835","Television Industry-Related Disputes","<p>Dispute over titles of shows<br />
GenX Entertainment v. Purple Haze Entertainment<br />
Twentieth Century Fox Television v. Empire Distribution, Inc.<br />
Disputes over format rights<br />
Zee Telefilms Ltd. and Ors. v. Sundial Communications Pvt. Ltd. and Ors.<br />
Beyond Dreams Entertainment Pvt. Ltd. and Ors. v. Zee Entertainment Enterprises and Anr.<br />
Disputes on content of Television Programs<br />
Viacom 18 Media Pvt. Ltd. v. Union of India<br />
John Doe Orders<br />
Taj Television Ltd. and Anr. v. Rajan Mandal and Ors.<br />
Star India Pvt. Ltd. v. Haneeth Ujjwal and Ors.<br />
Carriage Disputes</p>","2021-06-30 03:47:38",NULL,"A"
"6713","145","835","Fair use under the copyright law","<p>The various acts constituting fair use in India<br />
How does fair use play out in e-education&nbsp;<br />
Fair use with respect to the content on social media such as YouTube and Whatsapp</p>","2021-06-30 03:47:54",NULL,"A"
"6714","145","835","Defamation Disputes","<p>Meaning of &lsquo;Defamation&rsquo; under Indian Law<br />
Constitutionality of penal provision on defamation<br />
Defamation in Newspapers/Broadcast (Ref: Indian Penal Code &amp; Tort Law)<br />
Online Defamation - How Can You Enforce Your Rights?<br />
Remedies<br />
How to file a defamation suit against the media?<br />
Step-by-step filing process<br />
Defences<br />
Strategic Lawsuit Against Public Participation</p>","2021-06-30 03:48:10",NULL,"A"
"6715","145","835","Blasphemy","<p>Constitutional provisions relating to religious freedom<br />
Relevant provisions of the Indian Penal Code, 1860<br />
Relevant provisions of the Code of Criminal Procedure, 1973</p>","2021-06-30 03:48:27",NULL,"A"
"6716","145","835","Disputes on Sedition","<p>Sedition Through Press &amp; Broadcast (Ref: Indian Penal Code)<br />
Online Sedition - The JNU Case<br />
Role of print media in the JNU Case</p>","2021-06-30 03:48:46",NULL,"A"
"6717","145","835","Disputes on Obscene Content","<p>Obscenity since Ranjeet D. Udeshi&rsquo;s case<br />
Obscenity &ndash; The Tuff Shoes Ad &amp; The Rog Poster<br />
Books, Films, Music</p>","2021-06-30 03:49:01",NULL,"A"
"6718","145","835","Are sting operations legal in India?","<p>What is a sting operation?<br />
Why is it carried out?<br />
Landmark sting operations<br />
Are these legal?<br />
Cases and guidelines</p>","2021-06-30 03:49:15",NULL,"A"
"6719","145","835","Surrogate/Misleading Advertisements","<p>ASCI Code of Conduct<br />
Consumer Protection Act<br />
Cable Television Networks Rules<br />
Prohibited Ads<br />
Surrogate Advertising (Prohibition) Bill, 2016<br />
Case Studies on Disputes</p>","2021-06-30 03:49:33",NULL,"A"
"6720","145","835","Comparative Advertising & Disparagements (With Case Studies)","<p>Trade Marks Act, 1999 &amp; Landmark Judgments<br />
Colgate v. Pepsodent (Delhi High Court &ndash; 2015)<br />
Head &amp; Shoulders v. Clinic Plus (Delhi High Court)<br />
Remedies and Defenses</p>","2021-06-30 03:49:46",NULL,"A"
"6721","99","837","Test Chapter","<ul>
	<li>Identification of intellectual property</li>
	<li>Types of intellectual property and their legal framework
	<ul>
		<li>Importance of IP for SMEs</li>
		<li>Monetizing IP&nbsp;</li>
		<li>Careers in Intellectual Property</li>
	</ul>
	</li>
</ul>","2021-07-21 08:56:58",NULL,"A"
"6722","147","838","Introduction to Competition Law, transactions susceptible to competition law risk",,"2021-07-24 02:00:12",NULL,"A"
"6723","147","838","Influence of Competition law on business",,"2021-07-24 02:00:21",NULL,"A"
"6724","147","838","Relevance of competition law to start-ups, funded start-ups and new businesses",,"2021-07-24 02:00:27",NULL,"A"
"6725","147","838","How offshore competition laws impact Indian businesses",,"2021-07-24 02:00:36",NULL,"A"
"6726","147","838","When do companies need to engage competition firms or competition lawyers and Legal work for competition lawyers",,"2021-07-24 02:00:49",NULL,"A"
"6727","147","838","Conflict between CCI and sectoral intervention","<p>Sports<br />
Telecom<br />
Statutory Authorities<br />
Aviation<br />
E-commerce<br />
Big Data, AI &amp; Blockchain</p>","2021-07-24 02:01:16",NULL,"A"
"6728","147","838","Challenge to Constitutionality of the CCI",,"2021-07-24 02:01:20",NULL,"A"
"6729","147","839","Introduction to Anti- Competitive Agreements",,"2021-07-24 02:01:43",NULL,"A"
"6730","147","839","Delineation of Relevant Market for Anti- Competitive Agreements",,"2021-07-24 02:01:51",NULL,"A"
"6731","147","839","Concept of Appreciable Adverse effect on Competition (AAEC)",,"2021-07-24 02:02:02",NULL,"A"
"6732","147","839","Applicability of Section 3(1) of the Act in isolation",,"2021-07-24 02:02:07",NULL,"A"
"6733","147","839","Suggestions from the Competition Law Review Committee",,"2021-07-24 02:02:14",NULL,"A"
"6734","147","839","Rule of Reason vs. Per Se Rule",,"2021-07-24 02:02:22",NULL,"A"
"6735","147","839","Introduction to Horizontal Agreements, single economic entity doctrine and law of presumption",,"2021-07-24 02:02:30",NULL,"A"
"6736","147","839","Price Fixing",,"2021-07-24 02:02:42",NULL,"A"
"6737","147","839","Market Allocation",,"2021-07-24 02:02:53",NULL,"A"
"6738","147","839","Limiting or controlling production or provision of services",,"2021-07-24 02:03:01",NULL,"A"
"6739","147","839","Bid Rigging",,"2021-07-24 02:03:04",NULL,"A"
"6740","147","839","Treatment of joint ventures",,"2021-07-24 02:03:15",NULL,"A"
"6741","147","839","Introduction to vertical agreements",,"2021-07-24 02:03:24",NULL,"A"
"6742","147","839","Market power and burden of proof under vertical agreements",,"2021-07-24 02:03:32",NULL,"A"
"6743","147","839","Tie-in Arrangement",,"2021-07-24 02:03:41",NULL,"A"
"6744","147","839","Exclusive Supply agreement",,"2021-07-24 02:03:49",NULL,"A"
"6745","147","839","Exclusive Distribution Agreement",,"2021-07-24 02:03:57",NULL,"A"
"6746","147","839","Refusal to Deal",,"2021-07-24 02:04:14",NULL,"A"
"6747","147","839","Resale Price Maintenance",,"2021-07-24 02:04:23",NULL,"A"
"6748","147","839","Exceptions","<p>Export cartel&nbsp;<br />
Reasonable restraints for protection of Intellectual Property Rights</p>","2021-07-24 02:04:37",NULL,"A"
"6749","147","840","The Framework of Section 4 of the Act- Abuse of Dominant Position",,"2021-07-24 02:04:57",NULL,"A"
"6750","147","840","Assessment of relevant market","<p>Relevant product market<br />
Relevant geographical Market</p>","2021-07-24 02:05:13",NULL,"A"
"6751","147","840","What is market dominance? Collective Dominance- Are Ola, Uber or Flipkart dominant players",,"2021-07-24 02:05:26",NULL,"A"
"6752","147","840","Exclusionary and Exploitative Abuse",,"2021-07-24 02:05:34",NULL,"A"
"6753","147","840","Unfair pricing and Discriminatory pricing",,"2021-07-24 02:05:42",NULL,"A"
"6754","147","840","Predatory pricing",,"2021-07-24 02:05:46",NULL,"A"
"6755","147","840","Limiting/ restricting innovation/ development of the market and Limiting/ restricting production and supply of goods in the market",,"2021-07-24 02:05:58",NULL,"A"
"6756","147","840","Denial of market access",,"2021-07-24 02:06:03",NULL,"A"
"6757","147","840","Conclusion of Contracts subject to acceptance by other parties of supplementary obligations",,"2021-07-24 02:06:10",NULL,"A"
"6758","147","840","Leveraging market power in other markets or imposition of unrelated conditions",,"2021-07-24 02:06:19",NULL,"A"
"6759","147","840","Which amongst the following are anti-competitive agreements or abuse of dominance","<p>Is the constitution of a sports federation<br />
Creation of a professional association for a specific category of people<br />
Prescription of minimum or maximum rates for specific services</p>","2021-07-24 02:06:43",NULL,"A"
"6760","147","841","Drafting an Information and filing requirements",,"2021-07-24 02:07:02",NULL,"A"
"6761","147","841","Preliminary hearing and Prima Facie order",,"2021-07-24 02:07:17",NULL,"A"
"6762","147","841","Power of Recall",,"2021-07-24 02:07:21",NULL,"A"
"6763","147","841","Anti-competitive agreements: Inquiry and investigation process",,"2021-07-24 02:07:34",NULL,"A"
"6764","147","841","Abuse of dominant position: Inquiry and investigation process",,"2021-07-24 02:07:45",NULL,"A"
"6765","147","841","DG Investigation, DG Report, replies to the DG and objections to be filed.",,"2021-07-24 02:07:54",NULL,"A"
"6766","147","841","Preparation for final hearings and final order",,"2021-07-24 02:07:58",NULL,"A"
"6767","147","841","Application for Interim Relief",,"2021-07-24 02:08:05",NULL,"A"
"6768","147","841","Dawn raids and how to prepare for them",,"2021-07-24 02:08:11",NULL,"A"
"6769","147","841","Powers of the Competition Commission and orders that CCI can pass",,"2021-07-24 02:08:20",NULL,"A"
"6770","147","841","Penalties for individuals and companies in case of an anti-competitive agreement or abuse of dominant position",,"2021-07-24 02:08:28",NULL,"A"
"6771","147","841","Leniency provisions and how to claim benefits",,"2021-07-24 02:08:46",NULL,"A"
"6772","147","841","Settlements or Compromises",,"2021-07-24 02:08:55",NULL,"A"
"6773","147","841","Appeals to CCI’s decisions and COMPAT/NCLAT decisions",,"2021-07-24 02:09:07",NULL,"A"
"6774","147","841","When to approach the NCLAT (National Company Law Appellate Tribunal) in competition cases, how to draft appeals",,"2021-07-24 02:09:10",NULL,"A"
"6775","147","841","Appeals before the Supreme Court",,"2021-07-24 02:09:21",NULL,"A"
"6776","147","842","Where and when do IP and Competition Law interact?",,"2021-07-24 02:09:51",NULL,"A"
"6777","147","842","Commercial intent and competition-law validity of following clauses in IP licenses","<p>Grant-backs<br />
Active and passive sales and restrictions on them<br />
Exclusive licenses<br />
Reciprocal and Differentiated Royalties<br />
No-challenge clauses<br />
Restrictions protecting know-how and/ or goodwill<br />
Field of use restrictions<br />
Refusal to license<br />
Non-compete clauses<br />
Territorial exclusivity<br />
Use of competing technology<br />
Forward-feed obligations<br />
Quantity and price restrictions, minimum sales requirements<br />
Automatic renewal<br />
Restrictions on R&amp;D</p>","2021-07-24 02:10:11",NULL,"A"
"6778","147","842","Block Exemptions",,"2021-07-24 02:10:19",NULL,"A"
"6779","147","842","Technology Transfer Agreements and Competition Law",,"2021-07-24 02:10:27",NULL,"A"
"6780","147","842","Standard Essential Patents and Competition Law",,"2021-07-24 02:10:39",NULL,"A"
"6781","147","842","FRAND Licensing and Compulsory Licensing",,"2021-07-24 02:10:43",NULL,"A"
"6782","147","842","Case study of FRAND and SEP with reference to Intex, Ericsson and Micromax litigation",,"2021-07-24 02:10:50",NULL,"A"
"6783","147","842","Cross-licensing agreements",,"2021-07-24 02:10:59",NULL,"A"
"6784","147","843","Introduction to merger control law in India","<p>Substantive provisions under Section 5 and 6&nbsp;<br />
Combination Regulations and amendments</p>","2021-07-24 02:11:33",NULL,"D"
"6785","147","843","Framework of the Institution for regulating competition","<p>CCI framework<br />
Review Process&nbsp;<br />
NCLAT- Appellate Authority&nbsp;<br />
Supreme Court</p>","2021-07-24 02:11:55",NULL,"A"
"6786","147","843","Types of Combinations","<p>Horizontal Combination<br />
Vertical Combination<br />
Conglomerate Combinations</p>","2021-07-24 02:12:17",NULL,"A"
"6787","147","843","Understanding of Provisions under Section 5","<p>Section 5(a), 5(b) and 5(c) &ndash; Core Concepts<br />
Jurisdictional Thresholds<br />
Target Based Exemption&nbsp;<br />
Specific Exemption to regional and rural banks and public sector banks<br />
Parties Test/Group Test&nbsp;<br />
Assessment of Assets and Turnover<br />
Schedule 1 Exemptions</p>","2021-07-24 02:12:36",NULL,"A"
"6788","147","843","Creative forms of Combination","<p>Composite Transactions with special focus on Thomas Cook Case and SCM Soilfert Case<br />
Reverse Triangular Combinations<br />
Demergers</p>","2021-07-24 02:13:00",NULL,"A"
"6789","147","843","Concept of Control","<p>Evolution of this concept with the CCIs&rsquo; changing decisional practice<br />
International concept of Control<br />
Change of control from joint control to sole control and vice versa&nbsp;<br />
Negative or Positive Control</p>","2021-07-24 02:13:22",NULL,"A"
"6790","147","843","Assessment of Relevant Market and Appreciable Adverse Effect on Competition","<p>Concept of Relevant Market and its application while drafting the form&nbsp;<br />
Relevant Geographic Market<br />
Assessment of appreciable adverse effect on competition</p>","2021-07-24 02:13:38",NULL,"A"
"6791","147","843","Combination Filing Process:","<p>When to file a notification<br />
Incomplete Notification<br />
Notifying Parties in case of Acquisition or Mergers<br />
Fee Structure<br />
Form I, Form II and Form III [Samples showing the layout of all the forms and what all details are needed to be filled]<br />
Documents to be filed with the Form and Signing Requirements</p>","2021-07-24 02:13:57",NULL,"A"
"6792","147","843","Phase I and Phase II","<p>Prima Facie examination<br />
Phase II examination<br />
Modifications<br />
Remedies- Behavioural or Structural</p>","2021-07-24 02:14:16",NULL,"A"
"6793","147","843","Penalty Provisions","<p>Section 43A Gun Jumping\</p>","2021-07-24 02:14:39",NULL,"D"
"6794","147","844","Criminalization of cartels",,"2021-07-24 02:15:01",NULL,"A"
"6795","147","844","International Competition Network and bilateral and multilateral agreements",,"2021-07-24 02:15:07",NULL,"A"
"6796","147","844","Unique features of competition law of the following jurisdictions","<p>US Antitrust Law (e.g. HSR ratio, etc.)<br />
EU competition law<br />
Japanese anti-monopoly law<br />
Chinese anti-monopoly law<br />
German competition law<br />
South African Competition Law<br />
Australian Competition Law</p>","2021-07-24 02:15:27",NULL,"A"
"6797","147","844","How do domestic competition regulators co-operate to investigate cross-border competition issues?",,"2021-07-24 02:15:39",NULL,"A"
"6798","147","844","Private enforcement",,"2021-07-24 02:15:43",NULL,"A"
"6799","148","845","VIDEO - What is the role of SEBI?",,"2021-07-24 03:57:23",NULL,"A"
"6800","148","845","VIDEO - What are stock exchanges and what do they do?",,"2021-07-24 03:57:30",NULL,"A"
"6801","148","845","VIDEO - What are commodities exchanges?",,"2021-07-24 03:57:41",NULL,"A"
"6802","148","845","Role and functions of SEBI, establishment and regulation of stock and commodity exchanges","<p>What are the governing laws for SEBI and the stock / commodity exchanges<br />
SEBI Act<br />
Bye Laws / Constitution documents of Stock Exchanges and their relevance<br />
How are commodity exchanges regulated?</p>","2021-07-24 03:58:05",NULL,"A"
"6803","148","845","How to identify the regulations applicable on transition from an unlisted to listed entity and how is this relevant to litigation","<p>Unless planned, a newly transitioned entity can miss out on obligations<br />
Issue of Capital and Disclosure Requirements regulations<br />
Companies Act requirements applicable to listed companies<br />
Listing Agreements<br />
Listing Obligations and Disclosure Requirements Regulations</p>","2021-07-24 03:58:25",NULL,"A"
"6804","148","846","Introduction to capital markets and capital market transactions",,"2021-07-24 04:00:33",NULL,"A"
"6805","148","846","Types of securities",,"2021-07-24 04:00:50",NULL,"A"
"6806","148","846","Stages in a due diligence process",,"2021-07-24 04:01:00",NULL,"A"
"6807","148","846","How to prepare an initial due diligence checklist","<p>Manner of due diligence under different issues</p>","2021-07-24 04:01:28",NULL,"D"
"6808","148","847","IPOs: Concept, eligibility and regulations",,"2021-07-24 04:01:59",NULL,"D"
"6809","148","847","IPOs: Pricing, process and allotment",,"2021-07-24 04:02:05",NULL,"A"
"6810","148","847","Offer documents","<p>Drafting of business sections of the offer document<br />
Checklist of documents to be submitted to SEBI</p>","2021-07-24 04:02:39",NULL,"D"
"6811","148","847","How to prepare corporate ads, product ads, statutory ads and other publicity materials",,"2021-07-24 04:02:49",NULL,"A"
"6812","148","847","Steps to draft and abide by publicity guidelines",,"2021-07-24 04:02:54",NULL,"A"
"6813","148","847","Credit rating and IPO Grading",,"2021-07-24 04:03:03",NULL,"A"
"6814","148","847","How to list your shares on a stock exchange",,"2021-07-24 04:03:20",NULL,"A"
"6815","148","848","Rights issues",,"2021-07-24 04:03:48",NULL,"A"
"6816","148","848","Bonus and composite public issues",,"2021-07-24 04:04:07",NULL,"A"
"6817","148","848","Issue of debt and debt listing",,"2021-07-24 04:04:16",NULL,"A"
"6818","148","848","Employee Stock Options",,"2021-07-24 04:04:27",NULL,"A"
"6819","148","849","How to address interim / final observations received from SEBI",,"2021-07-24 04:04:51",NULL,"A"
"6820","148","849","How to secure informal guidance from SEBI",,"2021-07-24 04:04:58",NULL,"A"
"6821","148","849","How to seek exemptions from SEBI",,"2021-07-24 04:05:18",NULL,"A"
"6822","148","849","Documents to be submitted to stock exchanges under various issuances",,"2021-07-24 04:05:30",NULL,"A"
"6823","148","850","Role and responsibilities of the board of directors under SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 (LODR)",,"2021-07-24 04:06:10",NULL,"A"
"6824","148","850","Changes in Board and Committee composition upon transition from an unlisted to a listed company",,"2021-07-24 04:06:16",NULL,"A"
"6825","148","850","Documents required to be filed periodically with the stock exchanges under the LODR",,"2021-07-24 04:06:41",NULL,"A"
"6826","148","850","Event based filings to the stock exchanges required under the LODR",,"2021-07-24 04:06:51",NULL,"A"
"6827","148","850","How are related party transactions and subsidiary entities regulated under LODR?",,"2021-07-24 04:09:52",NULL,"A"
"6828","148","850","Duties of the Recognised Stock Exchanges (RSEs) under LODR CHAPTER: What is reclassification of promoters and what is the impact of such reclassification?",,"2021-07-24 04:09:58",NULL,"A"
"6829","148","851","VIDEO - What are takeovers?",,"2021-07-24 04:21:28",NULL,"A"
"6830","148","851","VIDEO - Who is an acquirer? Who is a person acting in concert?",,"2021-07-24 04:21:38",NULL,"A"
"6831","148","851","VIDEO - What is a target entity?",,"2021-07-24 04:21:47",NULL,"A"
"6832","148","851","VIDEO - What are direct and indirect acquisitions?",,"2021-07-24 04:22:00",NULL,"A"
"6833","148","851","VIDEO - Which regulations govern a takeover?",,"2021-07-24 04:22:10",NULL,"A"
"6834","148","851","VIDEO - What is an open offer?",,"2021-07-24 04:22:29",NULL,"A"
"6835","148","851","VIDEO - What is a competing offer?",,"2021-07-24 04:23:05",NULL,"A"
"6836","148","851","VIDEO - What is a conditional offer?",,"2021-07-24 04:23:12",NULL,"A"
"6837","148","851","VIDEO - What is an offer period and tendering period?",,"2021-07-24 04:23:21",NULL,"A"
"6838","148","851","CHAPTER - Takeovers of Listed Companies -initial steps","<p>When does the takeover code apply?<br />
What is an open offer? When is an open offer required to be made?<br />
What is the price at which the shares need to be offered?<br />
What are the disclosure requirements?<br />
What are the steps in the open offer process<br />
What is a failed open offer?</p>","2021-07-24 04:23:52",NULL,"A"
"6839","148","851","Role of Directors of acquiring and target companies","<p>Directors of acquirer to determine:</p>

<p>- whether the acquisition fits the strategy of the acquirer</p>

<p>- the resources to be applied and the opportunity costs</p>

<p>- the risk involved</p>

<p>- whether there is shareholder support for the acquisition Obligations of directors of acquiring entities under the takeover code Strategies for directors of target companies Obligations of directors of target companies under the takeover code</p>

<p>Obligations of directors of target companies under the takeover code</p>

<p>Strategies for directors of target companies</p>

<p>&nbsp;</p>","2021-07-24 04:26:37",NULL,"A"
"6841","148","851","Indirect and creeping acquisitions under takeover code","<p>What is an indirect acquisition and why is it carried out?<br />
What is creeping acquisition and why is it carried out?<br />
Compliance required for indirect and creeping acquisitions</p>","2021-07-24 04:27:08",NULL,"A"
"6842","148","851","Hostile takeovers and possible defences","<p>What is a hostile takeover?<br />
What causes hostile takeovers?<br />
How do the acquirers proceed with a hostile takeover?<br />
Takeover defence mechanisms</p>","2021-07-24 04:27:27",NULL,"A"
"6843","148","851","Five essential ingredients of an open offer","<p>Offer size<br />
Offer price<br />
Period or duration of the open offer<br />
Requirements relating to escrow account<br />
Consideration for tendering shares through open offer</p>","2021-07-24 04:27:50",NULL,"A"
"6844","148","851","How to secure exemption from public announcement","<p>General exemptions under takeover code<br />
When can exemption be granted by SEBI<br />
Procedure for exemption in case of shares transferred to family trusts<br />
When can application for exemption be rejected?</p>","2021-07-24 04:28:07",NULL,"A"
"6845","148","851","Pitfalls to avoid and violations inviting action from SEBI","<p>Planning and monitoring the acquisition of shares<br />
Disclosures required to be filed with SEBI and stock exchanges<br />
Ensuring the payment to the shareholders on time</p>","2021-07-24 04:28:28",NULL,"A"
"6846","148","851","Sample documents","<p>Public Announcement<br />
Detailed public statement<br />
Letter of offer</p>","2021-07-24 04:28:45",NULL,"A"
"6847","148","852","VIDEO - Who is an insider?",,"2021-07-24 04:29:11",NULL,"A"
"6848","148","852","VIDEO - Who is a primary insider?",,"2021-07-24 04:29:15",NULL,"A"
"6849","148","852","VIDEO - Who is a secondary insider?",,"2021-07-24 04:29:26",NULL,"A"
"6850","148","852","VIDEO - What is unpublished price sensitive information",,"2021-07-24 04:29:34",NULL,"A"
"6851","148","852","VIDEO - What is a trading window?",,"2021-07-24 04:29:49",NULL,"A"
"6852","148","852","VIDEO - What is a ‘pre-clearance’ of trade?",,"2021-07-24 04:29:57",NULL,"A"
"6853","148","852","VIDEO - What is a chinese wall?",,"2021-07-24 04:30:01",NULL,"A"
"6854","148","852","VIDEO - What is selective disclosure?",,"2021-07-24 04:30:19",NULL,"A"
"6855","148","852","VIDEO - What is fair disclosure?",,"2021-07-24 04:30:29",NULL,"A"
"6856","148","852","VIDEO - What is a trading plan?",,"2021-07-24 04:30:36",NULL,"A"
"6857","148","852","Basic concepts related to insider trading and how they impact any litigation","<p>What is insider trading? Why is it regulated?<br />
Who are insiders? How is this concept relevant to litigation?<br />
What is non public information or unpublished price sensitive information and how is it relevant to litigation?<br />
What is trading window? What is opening and closing of trading window?<br />
What is a trading plan?</p>","2021-07-24 04:31:09",NULL,"A"
"6858","148","852","How to ensure compliance with Insider Trading Regulations","<div>When are insiders permitted to deal in securities of the Company?</div>

<div>What are the clearances required for this purpose?</div>

<div>Checks, systems and processes mandated by insider trading regulations</div>

<div>Consequences of engaging in insider trading</div>

<div>Role of the compliance officer</div>

<div>Disclosures required to be made by insiders to company - initial and continual</div>

<div>Disclosures required from the company to the stock exchanges</div>

<div>How can a lawyer support compliance for preventing insider trading?</div>","2021-07-24 04:31:25",NULL,"A"
"6859","148","852","How to draft a code of fair disclosures and a code of conduct","<p>Do not go by a standard format<br />
Define &lsquo;insiders&rsquo; specific to your company<br />
Lay down an appropriate method for informing opening and closing of trading window<br />
Have clear and easy to understand forms for trading plan and pre-clearance<br />
Designate a contact point for any queries</p>","2021-07-24 04:31:45",NULL,"A"
"6860","148","852","Miss outs and pitfalls which can land a notice from SEBI","<p>Being unable to identify who can be classified as an insider<br />
Not identifying which information can be considered UPSI<br />
Handling sensitive information casually and not taking enough steps to restrict access to it<br />
Social media pitfalls and how you can be covered if you are &lsquo;facebook friends&rsquo;<br />
Discussing / working on sensitive matters on public transport<br />
Role of whistleblowers in reporting insider trading violations<br />
How does someone know if a trade is based on UPSI?<br />
How is SEBI &lsquo;tipped off&rsquo;?<br />
If you become aware of insider trades in your company, what should you do?</p>","2021-07-24 04:32:14",NULL,"A"
"6861","148","852","Checklists for","<p>Mechanisms to be installed for prevention of insider trading</p>","2021-07-24 04:32:38",NULL,"A"
"6862","148","852","Sample documents","<p>Sample insider trading code</p>","2021-07-24 04:32:57",NULL,"A"
"6863","148","853","VIDEO - What is ‘dealing’ in securities market?",,"2021-07-24 04:33:18",NULL,"A"
"6864","148","853","VIDEO - When is dealing in securities considered to be fraudulent?",,"2021-07-24 04:33:28",NULL,"A"
"6865","148","853","What are fraudulent trade practices and how do market participants benefit from them?","<p>What are unfair trade practices?<br />
How can the price of securities be manipulated?<br />
Does pledging of shares by the promoters impact the price?<br />
How can intermediaries be involved in unfair trade practices?<br />
What should entities do to ensure that employees do not engage in unfair trade practices?<br />
What are the consequences of indulging in unfair trade practices?<br />
What should you do if an investigation has been ordered against you under the PFUTP Regulations?</p>","2021-07-24 04:33:49",NULL,"A"
"6866","148","853","What remedies do you have if you are a victim of unfair / fraudulent practices?","<p>Complaint to SEBI<br />
Consumer Forums<br />
Criminal proceedings</p>","2021-07-24 04:34:04",NULL,"A"
"6867","148","854","VIDEO - What do stock brokers and sub-brokers do?",,"2021-07-24 04:38:10",NULL,"A"
"6868","148","854","VIDEO - Who are merchant bankers?",,"2021-07-24 04:38:26",NULL,"A"
"6869","148","854","VIDEO - Who are portfolio managers?",,"2021-07-24 04:38:34",NULL,"A"
"6870","148","854","VIDEO - Who are underwriters?",,"2021-07-24 04:38:45",NULL,"A"
"6871","148","854","VIDEO - Who are bankers to an issue?",,"2021-07-24 04:38:51",NULL,"A"
"6872","148","854","VIDEO - Who are debenture trustees?",,"2021-07-24 04:39:00",NULL,"A"
"6873","148","854","VIDEO - What do Registrars to an Issue and Share Transfer Agents do?",,"2021-07-24 04:39:15",NULL,"A"
"6874","148","854","How to meet the compliance requirements for an intermediary under SEBI (Intermediaries) Regulations, 2008","<p>Who are the intermediaries and what do they do?<br />
What are the standard compliance requirements expected for an intermediary?<br />
What are the disclosure and reporting requirements applicable?</p>","2021-07-24 04:39:35",NULL,"A"
"6875","148","854","How to deal with an inspection, cancellation or suspension by SEBI under the SEBI (Intermediaries) Regulations, 2008",,"2021-07-24 04:39:48",NULL,"A"
