"id","course_id","course_program_name","program_overview_order","program_overview_selected","selected_ids","status","createdOn","updatedOn"
"65","163","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""NCA assesses the qualifications of all internationally trained lawyers and legal graduates."",""allowed"":1},{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""NCA qualification is essential for anyone who wants to be a lawyer in Canada. It demonstrates that you have the knowledge and skills necessary to be a successful lawyer in the Canadian legal system."",""allowed"":1},{""refId"":3,""icon"":""reviewing-a-term-sheet--transactional-documents-1615179013.svg"",""txt"":""LawSikho offers a variety of resources and support to help students succeed in the NCA process. These resources include recorded classes, mock practice exams, exam strategy sessions and one-on-one support."",""allowed"":1},{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""LawSikho offers competitive pricing for its NCA preparation courses."",""allowed"":1},{""refId"":5,""icon"":""exercises-on-current-transactions-1615178970.svg"",""txt"":""LawSikho offers a variety of learning options, such as relevant material for all the subjects. This allows students to learn at their own pace and in a way that best suits their needs."",""allowed"":1},{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""LawSikho's NCA preparation materials are created by experts. These materials are designed to help students learn the material and prepare for the exams."",""allowed"":1},{""refId"":7,""icon"":""complete-coverage-of-different-concepts-1615178924.svg"",""txt"":""LawSikho's NCA preparation team is available to provide students with personalised support. This support includes mentoring, counselling, and giving a roadmap to students."",""allowed"":1}]}","""1,2,3,4,5,6,7""","A","2021-08-28 19:25:25","2026-05-27 15:05:26"
"66","164","Program Overview",NULL,NULL,NULL,"A","2021-09-06 14:47:52",NULL
"67","165","Program Overview",NULL,NULL,NULL,"A","2021-09-11 12:29:01",NULL
"68","166","Program Overview","""""","{""program_overview"":[{""refId"":47,""icon"":""develop-competence-on-industrial-1615184099.svg"",""txt"":""Explore the unique challenges and opportunities presented by remote freelancing, learning how to cater to the legal needs of US corporations, tech startups, law firms, and lawyers."",""allowed"":1},{""refId"":52,""icon"":""build-your-competence-in-english--1615184532.svg"",""txt"":""Gain a deep understanding of general corporate contracts, investment agreements, and corporate governance practices, enabling you to navigate legal agreements effectively. Dive into the world of compliance with corporate and securities laws, learning how to maintain precise records for financial transactions and mortgages."",""allowed"":1},{""refId"":54,""icon"":""enhance-your-english-vocabulary-1615184596.svg"",""txt"":""Mastery of Freelance Platforms: Develop strategies to enhance your online presence by creating compelling profiles on various freelancing platforms. Acquire the skill of crafting persuasive proposals that win clients over."",""allowed"":1},{""refId"":55,""icon"":""learn-how-to-write-articles-like-a-pro-1615184808.svg"",""txt"":""This course equips you with a wide range of corporate law and compliance skills essential for handling various stages of a company's life, from entity incorporation to joint venture contracts."",""allowed"":1},{""refId"":89,""icon"":""live-drafting-classes-of-technology-contracts-such-1622260694.svg"",""txt"":""Familiarize yourself with tools like CARTA that can streamline your legal processes and boost your efficiency in providing remote legal support to US-based clients."",""allowed"":1},{""refId"":92,""icon"":""complete-overview-of-rbi-regulation-of-the-fintech-1622260825.svg"",""txt"":""Gain expertise in handling tasks aligned with federal securities laws and state corporate laws in the US, positioning yourself as a sought-after legal professional."",""allowed"":1},{""refId"":114,""icon"":""meeting-1-1622265730.svg"",""txt"":""Receive on-demand support from our team to help you succeed in your freelance career. Get leads for projects, gigs, and jobs, and even receive preparation for interviews."",""allowed"":1}]}","""47,52,54,55,89,92,114""","A","2021-10-08 15:35:41","2023-10-06 16:10:25"
"69","167","Program Overview",NULL,NULL,NULL,"A","2021-10-14 17:43:47",NULL
"70","99","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""Ofline basecamps for networking"",""allowed"":1},{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""Personalised resume feedback"",""allowed"":1}]}","""1,2""","A","2021-11-09 17:02:58","2025-09-10 17:09:17"
"71","168","Program Overview",NULL,NULL,NULL,"A","2021-11-26 09:55:43",NULL
"72","169","Program Overview",NULL,NULL,NULL,"A","2021-12-03 11:20:42",NULL
"73","170","Program Overview",NULL,NULL,NULL,"A","2021-12-03 13:48:57",NULL
"74","171","Program Overview",NULL,NULL,NULL,"A","2022-01-05 13:12:22",NULL
"75","172","Program Overview","""""","{""program_overview"":[{""refId"":10,""icon"":""live-drafting-classes-of-key-agreements-1615178859.svg"",""txt"":""This Diploma provides in-depth knowledge and practical skills to excel in the complex field of tax law, positioning yourself as a sought-after expert. Through this , navigate the intricacies of India's tax laws, including GST, ensuring you are well-versed in the latest legal amendments and updates."",""allowed"":1},{""refId"":42,""icon"":""learn-how-to-conduct-disciplinary-proceedings-1615186170.svg"",""txt"":""Step into a career path with high demand and low competition, providing a wealth of job prospects, even in fluctuating market conditions. Contribute significantly to the government's efforts in pursuing non-compliant taxpayers, establishing your value as an essential legal resource."",""allowed"":1},{""refId"":74,""icon"":""complete-and-step-by-step-coverage-of-corporate-1622206659.svg"",""txt"":""Follow in the footsteps of legal luminaries who began their illustrious careers in tax law, paving the way for future success in constitutional law."",""allowed"":1},{""refId"":75,""icon"":""additional-readings-on-the-latest-1622206686.svg"",""txt"":""Beyond dispute resolution, explore thriving domains like tax advisory, compliance, and transactional structuring, where your expertise can shape tax-efficient strategies for businesses."",""allowed"":1},{""refId"":122,""icon"":""meeting-1-1622267007.svg"",""txt"":""Gain access to a complimentary course covering professional networking, CV writing, and interview skills, providing you with the tools to secure promising job opportunities and expand your professional reach."",""allowed"":1}]}","""10,42,74,75,122""","A","2022-01-07 17:24:54","2023-10-06 17:10:34"
"76","173","Program Overview",NULL,NULL,NULL,"A","2022-01-13 16:36:52",NULL
"77","174","Program Overview",NULL,NULL,NULL,"A","2022-01-13 18:22:52",NULL
"78","175","Program Overview",NULL,NULL,NULL,"A","2022-01-13 19:55:25",NULL
"79","176","Program Overview",NULL,NULL,NULL,"A","2022-01-13 20:37:23",NULL
"80","177","Program Overview","""""","{""program_overview"":[{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""Designed for experienced professionals with ten or more years of experience in fields such as finance, law, management, sales, marketing, research, and related areas. It is also suitable for those nearing retirement seeking flexible, well-paying work."",""allowed"":1},{""refId"":20,""icon"":""Exercises and Training on dispute resolution of contracts involving litigation, arbitration and choosing the right fora of adjudication.-1611209015.svg"",""txt"":""The course covers vital topics such as Companies Act, 2013, Securities Law, Basic Accountancy, and Governance through pre-recorded videos, live classes, recorded sessions for revision, and MCQs in quiz format. It provides an in-depth understanding of the responsibilities and skills required for effective independent directorship."",""allowed"":1},{""refId"":98,""icon"":""complete-overview-of-rbi-regulation-of-the-fintech-1622262275.svg"",""txt"":""This course offers a unique opportunity for outstanding assignments to be featured on the iPleaders blog, reaching a vast audience of over a million monthly visitors. This exposure can significantly enhance your professional portfolio and further establish your credibility in the field."",""allowed"":1},{""refId"":110,""icon"":""complete-coverage-of-different-concepts-1622264549.svg"",""txt"":""Upon successful completion of the course and passing the Independent Directors Databank Online Proficiency Self Assessment Test conducted by the Indian Institute of Corporate Affairs, you will receive a prestigious certificate. This certificate serves as a testament to your expertise and proficiency in corporate governance, opening doors to a world of exciting opportunities in the realm of independent directorship. "",""allowed"":1},{""refId"":216,""icon"":""computer-1637042017.svg"",""txt"":""Get comprehensive and immersive learning experience, guided by industry experts, enriched with real-life case references, and supported by dynamic study materials. The course demands commitment, with an expected investment of 4-5 hours per week for skill development and class attendance. Get personalized attention, detailed feedback on assignments, and the opportunity to engage in meaningful discussions with a community of like-minded individuals."",""allowed"":1}]}","""4,20,98,110,216""","A","2022-01-13 21:25:08","2023-10-06 15:10:54"
"81","178","Program Overview",NULL,NULL,NULL,"A","2022-01-19 08:23:28",NULL
"82","179","Program Overview",NULL,NULL,NULL,"A","2022-01-31 12:23:50",NULL
"83","180","Program Overview","""""","{""program_overview"":[{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Beyond theory, the course emphasizes practical knowledge and application. Participants engage in hands-on exercises, ensuring they can effectively navigate real-world IP scenarios."",""allowed"":1},{""refId"":20,""icon"":""Exercises and Training on dispute resolution of contracts involving litigation, arbitration and choosing the right fora of adjudication.-1611209015.svg"",""txt"":""This course offers a thorough and in-depth exploration of Intellectual Property law, providing participants with a solid foundation in this complex legal domain."",""allowed"":1},{""refId"":47,""icon"":""develop-competence-on-industrial-1615184099.svg"",""txt"":""The course equips individuals with the skills needed to address objections and disputes related to intellectual property, providing valuable insights into dispute resolution strategies. With a focus on diverse industries including media, finance, sports, fashion, pharmaceuticals, and more, participants will gain insights applicable to a wide range of professional settings."",""allowed"":1},{""refId"":51,""icon"":""learn-grammar-from-the-basic-to-1615184207.svg"",""txt"":""Participants will gain expertise in the critical areas of trademark and design registrations, enabling them to guide clients through the intricacies of protecting their intellectual property assets."",""allowed"":1},{""refId"":61,""icon"":""focus-in-live-classes-on-how-company-1615199684.svg"",""txt"":""The course structure includes live online classes and practical exercises, ensuring participants have the opportunity to apply their knowledge and receive real-time feedback."",""allowed"":1}]}","""6,20,47,51,61""","A","2022-02-18 19:17:25","2023-10-06 17:10:07"
"84","181","Program Overview",NULL,NULL,NULL,"A","2022-02-19 12:10:30",NULL
"85","182","Program Overview","""""","{""program_overview"":[{""refId"":10,""icon"":""live-drafting-classes-of-key-agreements-1615178859.svg"",""txt"":""This course equips you with in-depth knowledge and practical skills required to excel in the field of corporate and commercial litigation."",""allowed"":1},{""refId"":52,""icon"":""build-your-competence-in-english--1615184532.svg"",""txt"":""Gain proficiency in handling a wide range of cases, from shareholder disputes to real estate transactions, providing you with a versatile skill set."",""allowed"":1},{""refId"":54,""icon"":""enhance-your-english-vocabulary-1615184596.svg"",""txt"":""Secure mandates for advisory work and opinions from a diverse clientele, further enhancing your strategic position in the legal advisory space."",""allowed"":1},{""refId"":69,""icon"":""learn-grammar-from-the-basic-to-1615199148.svg"",""txt"":""Become eligible to join the panel of esteemed private or public sector banks, providing you with enhanced credibility, a stable workload, and significant courtroom exposure."",""allowed"":1},{""refId"":70,""icon"":""develop-competence-on-industrial-1615199266.svg"",""txt"":""Understand the intricacies of processes before the NCLT, positioning yourself as a valuable in-house counsel for large corporate groups during restructuring exercises. Earn the trust of SMEs, startups, and high net-worth individuals, advising them on litigation avoidance or effectively representing them when needed."",""allowed"":1},{""refId"":223,""icon"":""skills-1-1637042413.png"",""txt"":""Stand out in the legal field by specializing in representing borrowers or promoters facing enforcement actions initiated by banks, a niche area requiring specialized legal expertise."",""allowed"":1}]}","""10,52,54,69,70,223""","A","2022-02-20 01:37:31","2023-10-06 17:10:11"
"86","183","Program Overview",NULL,NULL,NULL,"A","2022-03-07 13:47:39",NULL
"87","184","Program Overview",NULL,NULL,NULL,"A","2022-03-08 08:45:52",NULL
"88","185","Program Overview","""""","{""program_overview"":[{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""You don\u2019t have to be a software engineer, data scientist or lawyer to benefit from international remote work - an effective virtual assistant is always in great demand"",""allowed"":1},{""refId"":33,""icon"":""exercises-on-current-events-affecting-the-real-1615181310.svg"",""txt"":""LawSikho has helped more than a thousand professionals from India to get remote jobs and freelance work in the US, UK, Canada, Europe, Australia, the Middle East and other places. You could be our next success story!"",""allowed"":1},{""refId"":52,""icon"":""build-your-competence-in-english--1615184532.svg"",""txt"":""All the skills to be a virtual assistant can be learned in 6 months provided that your English communication skills are upto the mark. Knowing a foreign language can be a bonus."",""allowed"":1},{""refId"":59,""icon"":""practice-oratory-skills-in-class-to-perform-1615199312.svg"",""txt"":""This course enables you to work with startup founders, top executives, law firm partners and other successful professionals as a well paid virtual assistant"",""allowed"":1},{""refId"":81,""icon"":""live-drafting-classes-of-relevant-contracts-1622207532.svg"",""txt"":""6 months, 2 hours a day, that is all we ask from you to master these skills."",""allowed"":1},{""refId"":134,""icon"":""school-1622270420.svg"",""txt"":""Escape the office cubicle, exhausting daily commute and being forced to live in cramped spaces. You can do this while traveling the world, or living wherever you wish."",""allowed"":1},{""refId"":211,""icon"":""people-1-1636550592.svg"",""txt"":""It is possible to get full time remote jobs after this course as well part time work or remote freelance assignments if you prefer that"",""allowed"":1},{""refId"":223,""icon"":""skills-1-1637042413.png"",""txt"":""We will teach you the most in demand skills that will make you very attractive for busy entrepreneurs and executives, such that they would be delighted to pay you $10-20 per hour as you make their life easier and growth faster"",""allowed"":1},{""refId"":230,""icon"":""internship-1637043388.png"",""txt"":""We can help you to get a very flexible job that enables you to earn upto $2000 per month while having time for your family and loved ones"",""allowed"":1}]}","""6,33,52,59,81,134,211,223,230""","A","2022-03-15 18:03:09","2026-01-31 14:01:42"
"89","186","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""This course enables you to work as a content-writer with startups, SMEs and large companies, law firm partners and other successful professionals as a well paid content writer"",""allowed"":1},{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""You don\u2019t have to be a software engineer, data scientist or lawyer to benefit from international remote work - content writers are always in great demand"",""allowed"":1},{""refId"":3,""icon"":""reviewing-a-term-sheet--transactional-documents-1615179013.svg"",""txt"":""Escape the office cubicle, exhausting daily commute and being forced to live in cramped spaces. You can do this while traveling the world, or living wherever you wish."",""allowed"":1},{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""We can help you to get a very flexible job that enables you to earn upto $2000 per month while having time for your family and loved ones"",""allowed"":1},{""refId"":5,""icon"":""exercises-on-current-transactions-1615178970.svg"",""txt"":""We will teach you the most in demand skills that will make you very attractive for fast-growing startups, influencers, busy entrepreneurs and executives, such that they would be delighted to pay you $10-20 per hour as you make their life easier and growth faster"",""allowed"":1},{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""All the skills to be an effective content writer can be learned in 3 months provided that your English communication skills are upto the mark. Knowing a foreign language can be a bonus."",""allowed"":1},{""refId"":8,""icon"":""development-of-key-practical-skills-1615178900.svg"",""txt"":""It is possible to get full time remote jobs after this course as well as part time work or remote freelance assignments if you prefer that"",""allowed"":1},{""refId"":9,""icon"":""simulation-case-studies-on-preparing-1615178878.svg"",""txt"":""LawSikho has helped more than a thousand professionals from India to get remote jobs and freelance work in the US, UK, Canada, Europe, Australia, the Middle East and other places. You could be our next success story!"",""allowed"":1}]}","""1,2,3,4,5,6,8,9""","A","2022-03-25 19:58:45","2022-03-25 20:03:37"
"90","187","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""Barrister and Solicitor is the ultimate step to enter into the Canadian Legal system as a Lawyer after obtaining the Certificate of Qualification from the Federation of Law Societies of Canada after qualifying the National Committee of Accreditation. "",""allowed"":1},{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""Passing the Barrister solicitor exam is essential for anyone who wants to be a Licensed lawyer in Canada. It demonstrates that you have the required skills and ethics necessary to be successfully called to the Bar Society."",""allowed"":1},{""refId"":3,""icon"":""reviewing-a-term-sheet--transactional-documents-1615179013.svg"",""txt"":""Lawsikho offers a variety of resources and support to help students succeed in the Ontario Barrister and Solicitor exam. These resources include 90+ recordings of classes by Barristers and Solicitors, and mock practice exams that allow students to learn at their own pace and in a way that best suits their needs."",""allowed"":1},{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""Lawsikho offers competitive pricing for its Ontario Barrister and Solicitor preparation courses."",""allowed"":1},{""refId"":5,""icon"":""exercises-on-current-transactions-1615178970.svg"",""txt"":""Lawsikho offers a variety of learning options, such as relevant material for all the subjects. This allows students to learn at their own pace and in a way that best suits their needs."",""allowed"":1},{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Lawsikho's Ontario Barrister and Solicitor preparation materials are created by experts. These materials are designed to help students learn the material and prepare for the exams."",""allowed"":1},{""refId"":7,""icon"":""complete-coverage-of-different-concepts-1615178924.svg"",""txt"":""Lawsikho's Ontario Barrister and Solicitor preparation team is available to provide students with personalised support. This support includes mentoring, counselling, and giving a roadmap to students."",""allowed"":1},{""refId"":8,""icon"":""development-of-key-practical-skills-1615178900.svg"",""txt"":""We are India\u2019s first legal education company that is going to train students to take the LSO\u2019s Barrister and Solicitor examination."",""allowed"":1}]}","""1,2,3,4,5,6,7,8""","A","2022-05-13 11:26:13","2026-05-27 15:05:18"
"91","188","Program Overview",NULL,NULL,NULL,"A","2022-06-09 14:15:32",NULL
"92","189","Program Overview",NULL,NULL,NULL,"A","2022-06-18 13:31:36",NULL
"93","190","Program Overview",NULL,NULL,NULL,"A","2022-07-01 12:01:28",NULL
"94","191","Program Overview",NULL,NULL,NULL,"A","2022-07-22 12:32:12",NULL
"95","192","Program Overview",NULL,NULL,NULL,"A","2022-07-23 12:13:38",NULL
"96","193","Program Overview",NULL,NULL,NULL,"A","2022-08-29 13:04:17",NULL
"97","194","Program Overview",NULL,NULL,NULL,"A","2022-09-13 12:03:00",NULL
"98","195","Program Overview","""""","{""program_overview"":[{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""Personalised resume feedback"",""allowed"":1},{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""Additional readings on the latest developments in the market and concepts being discussed."",""allowed"":1},{""refId"":63,""icon"":""coverage-of-both-legal-as-well-as-1615185959.svg"",""txt"":""Coverage of both legal as well as compliance aspects in company law with the help of screenshare demonstration and screenshot guides;"",""allowed"":1},{""refId"":64,""icon"":""significant-number-of-downloadable-1615185977.svg"",""txt"":""Significant number of downloadable templates and checklists;"",""allowed"":1},{""refId"":128,""icon"":""live-drafting-classes-of-relevant-contracts-1622267758.svg"",""txt"":""90-120 live classes of 1.5 hours each"",""allowed"":1},{""refId"":129,""icon"":""complete-coverage-of-different-concepts-1622267835.svg"",""txt"":""Additional readings on the recent amendments and leading cases"",""allowed"":1}]}","""2,4,63,64,128,129""","A","2022-09-25 12:22:03","2023-09-01 00:09:45"
"99","196","Program Overview",NULL,NULL,NULL,"A","2022-11-21 15:28:30",NULL
"100","197","Program Overview",NULL,NULL,NULL,"A","2022-11-21 21:23:46",NULL
"101","198","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""Individual Profile Assessment: We understand that personal branding is a highly individualized process. Therefore, we conduct a comprehensive assessment of each student's current profile, strengths, and areas for improvement. This assessment forms the basis for personalized guidance and recommendations throughout the course."",""allowed"":1},{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""Guided Approach: Our course is not a one-time event but a continuous journey. We provide ongoing support and guidance as students progress through their personal brand-building process. Our experienced instructors are available to answer questions, provide feedback, and offer personalized advice tailored to each student's unique goals and circumstances."",""allowed"":1},{""refId"":3,""icon"":""reviewing-a-term-sheet--transactional-documents-1615179013.svg"",""txt"":""Holistic Approach: Personal branding extends beyond mere online presence. We take a holistic approach that encompasses both online and offline aspects of personal branding. Our curriculum covers topics such as public speaking, networking, professional image, and reputation management, ensuring that students develop a well-rounded personal brand that resonates in all aspects of their professional lives."",""allowed"":1},{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""Building Thought Leadership: Thought leadership is a crucial aspect of personal branding for corporate leaders. We dedicate a significant portion of our course to developing thought leadership skills. Students will learn how to identify their areas of expertise, create compelling content, and position themselves as industry experts through public speaking engagements, writing articles, participating in industry events, and leveraging social media platforms."",""allowed"":1},{""refId"":5,""icon"":""exercises-on-current-transactions-1615178970.svg"",""txt"":""Managing Digital Presence: In today's digital world, online reputation plays a critical role in personal branding. We offer comprehensive guidance on managing and enhancing one's online reputation. Students will learn effective strategies to build a positive online presence, handle online criticism or negative reviews, and leverage social media platforms for professional networking and personal brand promotion."",""allowed"":1},{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""Networking Strategies: Networking is an essential component of personal branding for leaders. We provide practical techniques and frameworks to help students build meaningful professional relationships and expand their networks. Students will learn how to leverage networking opportunities, both online and offline, to enhance their personal brand, establish connections with influential individuals, and create opportunities for career advancement."",""allowed"":1}]}","""1,2,3,4,5,6""","A","2022-11-24 17:31:42","2023-06-27 16:06:34"
"102","199","Program Overview",NULL,NULL,NULL,"A","2022-11-25 14:31:59",NULL
"103","200","Program Overview",NULL,NULL,NULL,"A","2022-12-20 20:04:35",NULL
"104","201","Program Overview",NULL,NULL,NULL,"A","2023-01-02 11:22:10",NULL
"105","202","Program Overview",NULL,NULL,NULL,"A","2023-01-02 12:27:29",NULL
"106","203","Program Overview",NULL,NULL,NULL,"A","2023-01-02 16:30:48",NULL
"107","204","Program Overview",NULL,NULL,NULL,"A","2023-01-02 17:59:46",NULL
"108","205","Program Overview",NULL,NULL,NULL,"A","2023-01-24 15:06:40",NULL
"109","206","Program Overview",NULL,NULL,NULL,"A","2023-01-30 14:55:05",NULL
"110","207","Program Overview",NULL,NULL,NULL,"A","2023-02-02 13:02:27",NULL
"111","208","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""This course is for those who want to learn how to get remote international opportunities from fast-growing startups as HRs."",""allowed"":1},{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""This course is of great help to someone who is looking for growth in the current job or wants to upskill in this fast-paced industry"",""allowed"":1},{""refId"":3,""icon"":""reviewing-a-term-sheet--transactional-documents-1615179013.svg"",""txt"":""Whether you are a beginner, intermediate or already have some expertise & experience in the field of HR but want to acquire mastery, we will take care of your learning needs. For absolute beginners we have special classes to bring them up to the mark."",""allowed"":1},{""refId"":4,""icon"":""additional-readings-on-the-latest-1615178800.svg"",""txt"":""We do not teach theories and case studies of HR in this course beyond passing references where you need to know. The focus is on practical skills so you can do real work\/freelancing work that is done in companies, startups, MNCs. For that, whatever you need to learn, we will teach you."",""allowed"":1},{""refId"":5,""icon"":""exercises-on-current-transactions-1615178970.svg"",""txt"":""In 24 weeks, master 50+ most important and most sought-after professional skills"",""allowed"":1},{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""The focus here is on practicing knowledge of skills, getting that evaluated and improving on the same. "",""allowed"":1},{""refId"":7,""icon"":""complete-coverage-of-different-concepts-1615178924.svg"",""txt"":""Learn to draft important legal documents like Employment Contracts, ESOP amongst others in multiple jurisdictions like USA, Dubai, Singapore etc.."",""allowed"":1},{""refId"":8,""icon"":""development-of-key-practical-skills-1615178900.svg"",""txt"":""Attend two live sessions a week for 6 months, and work on realistic assignments that you will face in real-time situations."",""allowed"":1},{""refId"":9,""icon"":""simulation-case-studies-on-preparing-1615178878.svg"",""txt"":""Get one-on-one feedback on the policies and strategies you prepare. "",""allowed"":1},{""refId"":10,""icon"":""live-drafting-classes-of-key-agreements-1615178859.svg"",""txt"":""Also, get trained on how to draft different policies and employee handbooks to streamline HR process in any organization"",""allowed"":1},{""refId"":11,""icon"":""learn-how-to-respond-to-notices-by-1615178209.svg"",""txt"":""Get internships, freelance work, and jobs based on skills we discuss in class."",""allowed"":1},{""refId"":15,""icon"":""3-live-sessions-a-week-1615178515.svg"",""txt"":""HR professionals\/Freshers who are struggling to earn well or get a well-paid job, this course can really help you. Learning professional skills can rapidly change your earning potential."",""allowed"":1},{""refId"":17,""icon"":""segmentation-of-contracts-as-per-1615178606.svg"",""txt"":""Learn practical insights from industry experts, some of them with decades of experience, and get your doubts cleared on the spot."",""allowed"":1},{""refId"":18,""icon"":""discussion-on-stamp-duty-1615178661.svg"",""txt"":""Get access to 200+ high quality templates that you can actually use to work with clients"",""allowed"":1}]}","""1,2,3,4,5,6,7,8,9,10,11,15,17,18""","A","2023-02-09 13:21:30","2023-06-05 17:06:56"
"112","209","Program Overview",NULL,NULL,NULL,"A","2023-02-14 16:23:14",NULL
"113","210","Program Overview",NULL,NULL,NULL,"A","2023-02-20 11:52:57",NULL
"114","211","Program Overview",NULL,NULL,NULL,"A","2023-02-28 16:26:58",NULL
"115","212","Program Overview",NULL,NULL,NULL,"A","2023-03-03 18:37:25",NULL
"116","213","Program Overview",NULL,NULL,NULL,"A","2023-03-06 15:42:57",NULL
"117","214","Program Overview",NULL,NULL,NULL,"A","2023-03-17 16:07:32",NULL
"118","215","Program Overview",NULL,NULL,NULL,"A","2023-03-24 17:12:46",NULL
"119","216","Program Overview",NULL,NULL,NULL,"A","2023-03-24 17:39:51",NULL
"120","217","Program Overview",NULL,NULL,NULL,"A","2023-04-07 15:14:35",NULL
"121","218","Program Overview","""""","{""program_overview"":[{""refId"":1,""icon"":""Ofline basecamps for networking-1599708702.png"",""txt"":""Ofline basecamps for networking"",""allowed"":1},{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""Personalised resume feedback"",""allowed"":1},{""refId"":3,""icon"":""reviewing-a-term-sheet--transactional-documents-1615179013.svg"",""txt"":""Reviewing a term sheet & transactional documents both from the seller and buyer\u2019s perspective and understanding the key considerations."",""allowed"":1}]}","""1,2,3""","A","2023-04-09 11:50:42","2023-06-02 14:06:49"
"122","219","Program Overview",NULL,NULL,NULL,"A","2023-04-10 15:12:48",NULL
"123","220","Program Overview","""""","{""program_overview"":[{""refId"":2,""icon"":""Personalised resume feedback-1599708675.png"",""txt"":""The course is designed to accommodate the schedules of busy legal professionals. Classes are held after regular work hours, allowing participants to balance their professional commitments with their learning objectives."",""allowed"":1},{""refId"":6,""icon"":""anecdotal-discussions-by-our-industrial-1615178945.svg"",""txt"":""This course offers a specialized curriculum focusing on the intersection of AI and law. It provides in-depth knowledge and practical skills required to effectively integrate AI into legal practice."",""allowed"":1},{""refId"":52,""icon"":""build-your-competence-in-english--1615184532.svg"",""txt"":""The course instils a mindset of continuous learning and adaptation. Participants gain the skills to stay updated on the latest trends and advancements in AI, ensuring that their legal practice remains competitive and innovative in the evolving landscape."",""allowed"":1},{""refId"":58,""icon"":""develop-strong-listening-and-conversational-1615184904.svg"",""txt"":""Participants receive personalized attention from instructors and trainers. They have the opportunity to ask questions, seek clarification, and receive detailed feedback on their assignments, creating a supportive learning environment."",""allowed"":1},{""refId"":61,""icon"":""focus-in-live-classes-on-how-company-1615199684.svg"",""txt"":""Through live online classes and in-class assignments, participants engage in hands-on learning experiences. This approach ensures that theoretical knowledge is applied in practical contexts, enhancing comprehension and retention."",""allowed"":1},{""refId"":70,""icon"":""develop-competence-on-industrial-1615199266.svg"",""txt"":""The course empowers participants to immediately apply their acquired skills in real-world scenarios. This includes tasks such as contract drafting, legal research optimization, and more, enabling them to add immediate value to their legal practice. For participants with advanced legal skills, the course opens avenues for remote freelance work in areas such as contract drafting, human resources, and international business clients. "",""allowed"":1},{""refId"":130,""icon"":""onlineclass-2-1622267863.svg"",""txt"":""Learn from active practitioners in the field."",""allowed"":1},{""refId"":226,""icon"":""presentation-1-1637042635.png"",""txt"":""Learn practical insights from industry experts, some of them with decades of experience, and get your doubts cleared on the spot."",""allowed"":1},{""refId"":230,""icon"":""internship-1637043388.png"",""txt"":""Get internships, freelance work and jobs based on your outstanding skills and track record you build while studying with us"",""allowed"":1},{""refId"":231,""icon"":""value-1637043513.png"",""txt"":""Get access to 200+ high quality templates that you can actually use to work with clients"",""allowed"":1},{""refId"":232,""icon"":""witness-1637043552.svg"",""txt"":""Many of these skills are internationally relevant so doing this course has opened doors for doing international freelance work for many people, especially when combined with our courses like US Corporate Law or International Business Laws."",""allowed"":1}]}","""2,6,52,58,61,70,130,226,230,231,232""","A","2023-04-13 18:11:13","2026-01-31 13:01:33"
